id,id2,id3,id4,lastupdate,Avg,Max,Min,id5,Predominant_Parameter,Value,,Long,Lat
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-10-2019 04:00:00,53,65,30,CO,OZONE,202,,77.2063378,28.5563099
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-10-2019 04:00:00,202,276,6,OZONE,OZONE,202,,77.2063378,28.5563099
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-10-2019 04:00:00,257,346,73,PM2.5,PM2.5,257,,77.3176541,28.6712458
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-10-2019 04:00:00,224,375,129,PM10,PM2.5,257,,77.3176541,28.6712458
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-10-2019 04:00:00,28,43,10,NO2,PM2.5,257,,77.3176541,28.6712458
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-10-2019 04:00:00,9,12,7,NH3,PM2.5,257,,77.3176541,28.6712458
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-10-2019 04:00:00,22,32,13,SO2,PM2.5,257,,77.3176541,28.6712458
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-10-2019 04:00:00,67,136,32,CO,PM2.5,257,,77.3176541,28.6712458
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-10-2019 04:00:00,67,82,13,OZONE,PM2.5,257,,77.3176541,28.6712458
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-10-2019 04:00:00,NA,NA,NA,PM2.5,,,,77.1604397,28.6975444
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-10-2019 04:00:00,NA,NA,NA,PM10,,,,77.1604397,28.6975444
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-10-2019 04:00:00,NA,NA,NA,NO2,,,,77.1604397,28.6975444
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-10-2019 04:00:00,NA,NA,NA,NH3,,,,77.1604397,28.6975444
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-10-2019 04:00:00,NA,NA,NA,SO2,,,,77.1604397,28.6975444
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-10-2019 04:00:00,52,119,45,CO,,,,77.1604397,28.6975444
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-10-2019 04:00:00,83,105,6,OZONE,,,,77.1604397,28.6975444
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
